Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
GDP (current US$),NY.GDP.MKTP.CD,Denmark,DNK,138248216614.801,164157842126.821,344003137611.271,327148943812.137,343584391647.927,352993631617.708,302673070846.857,313115929314.339,332121063806.391,356879499797.896,350104327658.675,355184024841.254
GDP (current US$),NY.GDP.MKTP.CD,Djibouti,DJI,452328087.282876,551230861.856505,1239144501.77525,1353632941.5207,2042817162.85639,2214681573.56933,2430287967.02678,2603554906.59464,2751461055.59307,3012820409.63313,3324634256.13324,3384404260.07202
GDP (current US$),NY.GDP.MKTP.CD,Dominica,DMA,201429629.62963,333470370.37037,501025925.925926,485996296.296296,498296296.296296,520207407.407407,540737037.037037,576229629.62963,519837037.037037,551074074.074074,574607407.407407,469870370.37037
GDP (current US$),NY.GDP.MKTP.CD,Dominican Republic,DOM,7073675544.80847,24305717541.6371,58029750745.6495,60681537195.7996,62682163837.347,67179914026.9623,71164825256.6849,75704720189.5607,79997975621.8654,85555378042.8196,88941299733.5018,78844702329.0785
GDP (current US$),NY.GDP.MKTP.CD,Ecuador,ECU,15239278100.3502,18327764882.4412,79276664000,87924544000,95129659000,101726331000,99290381000,99937696000,104295862000,107562008000,108108009000,98808010000
GDP (current US$),NY.GDP.MKTP.CD,"Egypt, Arab Rep.",EGY,42978914311.3504,99838543960.0763,235989672977.625,279116666666.667,288434108527.132,305595408895.265,329366576819.407,332441717791.411,235733695652.174,249712999437.254,303080865603.645,363069245165.315
GDP (current US$),NY.GDP.MKTP.CD,El Salvador,SLV,4817542204.02673,11784927700,20283790000,21386150000,21990970000,22593460000,23438240000,24191430000,24979200000,26020850000,26896660000,24638720000
GDP (current US$),NY.GDP.MKTP.CD,Equatorial Guinea,GNQ,112119406.548331,1045998496.43872,21357343681.8966,22388344123.9916,21948834290.3538,21765453087.4795,13185496881.4055,11240808846.6928,12200913887.6419,13097012189.3995,11417278044.9859,10021856754.4944
GDP (current US$),NY.GDP.MKTP.CD,Eritrea,ERI,..,706370815.584416,2065001626.01626,..,..,..,..,..,..,..,..,..
GDP (current US$),NY.GDP.MKTP.CD,Estonia,EST,..,..,23425498910.2335,23191382416.5949,25278591262.6636,26809132542.443,23058135438.2402,24276032336.4234,26951648828.5789,30631142226.8533,31471100656.2431,31029968591.2779
GDP (current US$),NY.GDP.MKTP.CD,Eswatini,SWZ,1114703088.1614,1738100853.05052,4820499497.32134,4886658806.33374,4597702903.12892,4422304974.7989,4062660889.82685,3816018484.52711,4402972999.53486,4665424249.06156,4471598726.6436,3962493092.99308
GDP (current US$),NY.GDP.MKTP.CD,Ethiopia,ETH,12175166763.285,8242392103.68061,31952763089.33,43310721414.0829,47648211133.2183,55612228233.5179,64589334978.8013,74296618481.0882,81770791970.982,84269348327.3454,95912590628.1412,107645054311.876
GDP (current US$),NY.GDP.MKTP.CD,Faroe Islands,FRO,..,1058702725.4395,2490807830.57351,2366301251.61847,2627049837.08135,2850743875.2784,2518096285.61661,2738832687.13698,2899226097.62377,3051341335.9516,3126293219.77989,..
GDP (current US$),NY.GDP.MKTP.CD,Fiji,FJI,1337024782.22702,1678239218.26553,3774530615.65916,3972012570.53467,4190143206.25611,4856963229.83999,4682546863.08162,4930204229.72263,5353404422.08138,5581393120.62853,5496250694.31587,4376014755.57615
GDP (current US$),NY.GDP.MKTP.CD,Finland,FIN,23789428809.4301,126019543413.334,275604356167.316,258290060227.734,271362405890.589,274862826772.156,234534382384.766,240771351298.833,255647979916.471,275984345123.137,268966065200,271233883403.892
GDP (current US$),NY.GDP.MKTP.CD,France,FRA,193478933570.848,1365639660792.16,2865157541994.17,2683671716967.19,2811876903329.03,2855964488590.19,2439188643162.5,2472964344587.17,2595151045197.65,2787863958885.49,2715518274227.45,2603004395901.95
GDP (current US$),NY.GDP.MKTP.CD,French Polynesia,PYF,3181206304.81549,3447543137.9415,..,..,..,..,..,..,..,..,..,..
GDP (current US$),NY.GDP.MKTP.CD,Gabon,GAB,5952293765.84468,5080483463.99928,18210308748.2912,17170465294.0332,17595745653.3676,18203968001.8908,14383107714.0388,14023890620.3384,14929488770.7315,16862282413.8778,16874450215.1351,15593181270.9135
GDP (current US$),NY.GDP.MKTP.CD,"Gambia, The",GMB,317083373.524559,782915402.421095,1409694553.90934,1415006238.09509,1375608956.10386,1229460601.92174,1378176868.31568,1484579844.37143,1504909753.28746,1670670668.5939,1826073739.82522,1901930157.64528
GDP (current US$),NY.GDP.MKTP.CD,Georgia,GEO,7753540783.62452,3057475335.18846,15107441446.7833,16488403076.3641,17189551520.9811,17627003454.7205,14953950557.4406,15141758566.7808,16242916915.7203,17599700090.762,17477255562.2583,15891688903.1843
GDP (current US$),NY.GDP.MKTP.CD,Germany,DEU,905828674698.797,1947981991011.77,3749314991050.59,3527143188785.16,3733804649549.03,3889093051023.52,3357585719351.56,3469853463945.53,3682602479929.42,3963767526250.98,3861123558039.21,3806060140124.52
GDP (current US$),NY.GDP.MKTP.CD,Ghana,GHA,5889174825.487,4983024408.14828,39337314809.9434,41270954737.2459,62823043699.2187,51717482623.9132,47498906691.6182,54499451834.1061,58845211998.3455,65315955122.8077,67234292582.7606,72354428864.9032
GDP (current US$),NY.GDP.MKTP.CD,Gibraltar,GIB,..,..,..,..,..,..,..,..,..,..,..,..
GDP (current US$),NY.GDP.MKTP.CD,Greece,GRC,287286674.619,386556738.69615,282995942006.557,242039684371.511,238551846056.765,235608854195.59,195396559260.805,192863396868.058,200125137434.29,212249754841.292,205326724570.227,189410106620.016
GDP (current US$),NY.GDP.MKTP.CD,Greenland,GRL,1018970364.86443,1068030829.75591,2684467375.71479,2609667673.71601,2684952726.88425,2842048997.77283,2499115623.00272,2707146783.13056,2826651925.66902,3051626389.63671,..,..
GDP (current US$),NY.GDP.MKTP.CD,Grenada,GRD,278098762.962963,520044370.37037,778655925.925926,799882259.259259,842620111.111111,911497407.407407,997007925.925926,1061631222.22222,1125685185.18519,1168696296.2963,1211403703.7037,1089203703.7037
GDP (current US$),NY.GDP.MKTP.CD,Guam,GUM,..,..,4984000000,5265000000,5399000000,5610000000,5799000000,5901000000,6013000000,6051000000,6311000000,..
GDP (current US$),NY.GDP.MKTP.CD,Guatemala,GTM,7650125217.35253,19288827158.9035,46876114650.4996,49593961141.7484,52996540703.5943,57852399963.7878,62186186575.7433,66053725049.0138,71654134378.5299,73208583758.9105,77020015201.3201,77604632170.5853
GDP (current US$),NY.GDP.MKTP.CD,Guinea,GIN,2666750685.8495,2995361140.63217,6785137172.76517,7638045254.43072,8376613843.27475,8778473614.54971,8794202443.67754,8595955581.21266,10324668266.595,11857030336.5274,13513809258.2083,15681050917.1588
GDP (current US$),NY.GDP.MKTP.CD,Guinea-Bissau,GNB,243961995.509785,371095510.047761,1099818651.98114,989271229.637162,1046087417.96916,1054915645.19654,1048229629.42039,1179004941.22904,1350177127.5523,1504630120.99275,1439638443.38133,1431758242.90375
GDP (current US$),NY.GDP.MKTP.CD,Guyana,GUY,396582263.291139,712667896.727512,3691384743.32286,4063090016.16068,4167801802.7918,4127664335.82693,4279840361.68334,4482697336.56174,4748174334.19019,4787635821.46116,5173759527.50705,5471256594.72422
GDP (current US$),NY.GDP.MKTP.CD,Haiti,HTI,3096289800,6868666119.64488,13008748131.675,13708931889.7884,14498080022.6317,14790765759.5274,14857386163.9184,13723267960.8434,14213814582.7938,15965670198.4548,14332163266.3977,13417997065.1099
GDP (current US$),NY.GDP.MKTP.CD,Honduras,HND,4923009551.51561,7186650135.43927,17710315005.9999,18528601901.324,18499710127.8385,19756494434.7031,20979767785.2104,21717622071.3816,23136232229.6069,24067778953.842,25089976946.7736,23827840809.7014
GDP (current US$),NY.GDP.MKTP.CD,"Hong Kong SAR, China",HKG,76928290841.8701,171668164082.555,248513617677.287,262629441493.476,275696879834.966,291459356985.337,309383627028.561,320837638328.846,341244161576.759,361691522612.745,363016373358.517,346585881503.635
GDP (current US$),NY.GDP.MKTP.CD,Hungary,HUN,..,47218411470.2538,141759722464.002,128475498380.379,135411698965.109,140765018880.633,125074286021.14,128470534117.954,142961605733.026,160431092908.646,163503650313.081,155012927629.087
GDP (current US$),NY.GDP.MKTP.CD,Iceland,ISL,6468739061.59991,9025666484.79799,15221622925.9319,14751508133.5443,16125060515.3117,17867662177.8911,17517210519.0912,20793168030.9524,24728285177.4603,26224228693.3954,24836714771.4638,21714670569.6033
GDP (current US$),NY.GDP.MKTP.CD,India,IND,320979026419.633,468394937262.37,1823049927772.05,1827637859136.23,1856722121394.42,2039127446299.3,2103587813812.2,2294797980509.51,2651472946375.05,2701111782774.57,2870504096717.48,2622983732006.45
GDP (current US$),NY.GDP.MKTP.CD,Indonesia,IDN,106140727357.032,165021012077.81,892969107923.094,917869910105.749,912524136718.018,890814755233.225,860854235065.079,931877364177.742,1015618742565.81,1042271531011.99,1119091259074.62,1058423838345.14
GDP (current US$),NY.GDP.MKTP.CD,"Iran, Islamic Rep.",IRN,124813263926.225,109591707802.216,580764902917.439,598868460912.847,460293149324.326,432687036177.818,384951479697.42,417983583565.54,445345256459.105,294356680624.658,258245497664.394,191718271483.759
GDP (current US$),NY.GDP.MKTP.CD,Iraq,IRQ,180408064516.129,48364250943.9051,185749664444.444,218002481737.691,234637675128.645,228415656174.957,166774109673.732,166602488747.885,190643898226.351,212271807144.367,222434137055.838,167224432560.319
GDP (current US$),NY.GDP.MKTP.CD,Ireland,IRL,62617594341.053,100119824751.575,237955958703.541,224971528962.54,238551649495.295,259254454390.362,291639154650.168,299759848650.387,339341385919.831,386155676371.47,398590210120.337,418621818482.305
GDP (current US$),NY.GDP.MKTP.CD,Isle of Man,IMN,..,1563667799.61578,6566098381.6696,6690725118.48341,7000748788.49461,7708834951.45631,7085288006.11154,6846691871.45558,6979581724.58172,7491969312.87525,..,..
GDP (current US$),NY.GDP.MKTP.CD,Israel,ISR,..,132704236756.05,261013927690.223,257173086463.689,292692657451.921,310047504908.571,300122499721.281,318616506157.945,352667925811.028,370455651179.958,394652208893.138,401953804837.087
GDP (current US$),NY.GDP.MKTP.CD,Italy,ITA,610082264.582442,1146676894209.73,2294994296589.5,2086957656821.6,2141924094298.56,2162009615996.54,1836637711060.55,1877071687633.78,1961796197354.36,2092138739019.84,2004913357800,1886445268340.71
GDP (current US$),NY.GDP.MKTP.CD,Jamaica,JAM,4592224067.37194,9005064474.93003,14444655299.8772,14807086889.2099,14264202737.3082,13899228824.2161,14188935947.5694,14077109396.8584,14808989993.3185,15730793852.7913,15830768549.8916,13812421803.4084
GDP (current US$),NY.GDP.MKTP.CD,Japan,JPN,3132817652848.04,4887519736333.69,6157459594823.72,6203213121334.12,5155717056270.83,4850413536037.84,4389475622588.97,4922538141454.62,4866864409657.68,4954806619995.19,5064872875604.59,..
GDP (current US$),NY.GDP.MKTP.CD,Jordan,JOR,4160003917.43258,8460424400.56418,29524149154.9296,31634561690.1408,34454440140.8451,36847643521.1268,38587017887.3239,39892551126.7606,41408960845.0704,42932112676.0563,44502895915.493,43697659275.3137
GDP (current US$),NY.GDP.MKTP.CD,Kazakhstan,KAZ,26932729102.7371,18291994909.0044,192626507971.584,207998568865.789,236634552078.102,221415572819.5,184388432148.715,137278320084.171,166805800595.704,179339994859.384,181667190075.541,169835426427.153
GDP (current US$),NY.GDP.MKTP.CD,Kenya,KEN,8572359162.85631,12705357103.0056,41953433591.4101,50412754861.0191,55096728047.9408,61448046801.6041,64007750169.3344,69188755364.2995,78965004656.1823,87778582964.1388,95503088538.092,98842939649.1149
GDP (current US$),NY.GDP.MKTP.CD,Kiribati,KIR,39809538.6776989,67254174.3970315,181705002.578649,190243321.598675,185113921.606488,179703443.302686,171117872.436331,178328873.030033,187276210.91355,196737895.995218,194647201.946472,199573325.992705
GDP (current US$),NY.GDP.MKTP.CD,"Korea, Dem. People's Rep.",PRK,..,..,..,..,..,..,..,..,..,..,..,..
GDP (current US$),NY.GDP.MKTP.CD,"Korea, Rep.",KOR,283367525714.932,576178114168.494,1253223044718.99,1278427634342.59,1370795199976.18,1484318219633.63,1465773245547.15,1500111596236.37,1623901496835.79,1724845615629.26,1646739219509.89,1630525005469.11
GDP (current US$),NY.GDP.MKTP.CD,Kosovo,XKX,..,1849196082.05507,6701698218.26281,6499807272.26005,7074777526.896,7396705194.63266,6442915788.30578,6719172016.82533,7245707184.81699,7942961738.30893,7953156068.06986,7611402165.24217
GDP (current US$),NY.GDP.MKTP.CD,Kuwait,KWT,18427777777.7778,37712842242.5033,154068115942.029,174070382279.385,174161142454.161,162631412508.784,114567298105.683,109419728566.7,120707435412.358,138182400493.585,136196760180.976,..
GDP (current US$),NY.GDP.MKTP.CD,Kyrgyz Republic,KGZ,2675000000,1369688498.06778,6197766118.59856,6605139933.41063,7335027591.91628,7468096566.71158,6678178340.45121,6813092065.83507,7702934800.12836,8271106196.04265,8871019822.76703,7735976612.64163
GDP (current US$),NY.GDP.MKTP.CD,Lao PDR,LAO,865559856.1639,1731198022.45494,8749241114.18913,10191350119.6808,11942230508.334,13268458231.9284,14390442307.3996,15805692545.8723,16853087485.4118,17953786416.1431,18245925331.2396,19136194848.6534
GDP (current US$),NY.GDP.MKTP.CD,Latvia,LVA,..,11311139323.9901,40722578971.8694,40310858971.4286,43301967982.1178,31371093970.2113,27250610746.068,28071381729.7308,30458763245.5118,34416012859.1866,34055464655.3254,33505185228.7067
GDP (current US$),NY.GDP.MKTP.CD,Lebanon,LBN,2838485353.96187,17260364842.4544,39927125961.194,44035991745.6716,46909335135.1244,48134486624.6103,49939374832.7031,51205122503.8143,53140638269.1211,54961275741.5589,51991634491.6345,33383246857.58
GDP (current US$),NY.GDP.MKTP.CD,Lesotho,LSO,596415104.549144,887295267.875155,2579421686.24912,2477702252.80078,2367113170.00373,2441053175.70743,2359759799.04224,2114323793.98266,2306843528.52853,2514146887.91664,2366213068.57507,1844510137.67817
GDP (current US$),NY.GDP.MKTP.CD,Liberia,LBR,..,874000000,2398000000,2721000000,3067000000,3144000000,3177000000,3277826000,3285455000,3264000000,3070518100,2950000000
GDP (current US$),NY.GDP.MKTP.CD,Libya,LBY,28901836158.1921,38270206950.41,34699395523.6073,81873662518.8238,65502870173.7831,41142722414.3351,27842131479.8726,26197143268.1243,37883243650.452,52607888717.9487,52091152228.3425,25418461532.2008
GDP (current US$),NY.GDP.MKTP.CD,Liechtenstein,LIE,1421466239.56234,2483953102.79488,5739977477.47748,5456009384.66461,6391735893.83968,6657170923.37918,6268391521.19701,6237264055.20601,6474256118.61481,6839145106.86164,..,..
GDP (current US$),NY.GDP.MKTP.CD,Lithuania,LTU,..,3337863500,12622291725.4444,12437280513.7193,13471522005.8888,14068156841.38,41435533340.3883,43047309305.7363,47758736931.7801,53722883091.3513,54639938780.2352,55887271833.0025
GDP (current US$),NY.GDP.MKTP.CD,Luxembourg,LUX,327941119.409498,21316441012.4816,60083255740.0585,56674719948.6738,61756904451.5923,66191895299.0437,57767685136.8062,60732711000.6433,64181944722.7283,70919958015.5247,71104919108.1411,73263982103.0119
GDP (current US$),NY.GDP.MKTP.CD,"Macao SAR, China",MAC,3246477995.26244,6774193548.3871,36845925519.4433,43189526777.5567,51536304807.6803,54903031137.7096,45060237946.149,45085114632.7125,50456765512.0857,55302446577.8879,55153707948.7021,..
GDP (current US$),NY.GDP.MKTP.CD,Madagascar,MDG,3931334870.74964,4629247090.97816,11551821062.3334,11578978052.8789,12423557906.9182,12522959157.2295,11323023786.5698,11848615018.398,13176313233.1978,13614412550.8722,14191911512.041,13720634105.403
GDP (current US$),NY.GDP.MKTP.CD,Malawi,MWI,1880771556.30474,1743506531.32652,8004000737.30717,6028487928.83351,5518880768.57955,6047813437.31804,6373212640.84604,5433040159.88747,8787570920.44408,9712994564.91596,10862613621.906,11961848552.5977
GDP (current US$),NY.GDP.MKTP.CD,Malaysia,MYS,44024178343.0071,93789736842.1053,297951960784.314,314443149443.149,323277158906.979,338061963396.376,301354803994.367,301255380276.258,319112136545.438,358715057123.739,364681367531.684,336664444247.042
GDP (current US$),NY.GDP.MKTP.CD,Maldives,MDV,215089005.235602,624337145.284622,2774351760.03287,2886170571.69634,3295011381.75405,3697351596.83753,4109447297.00709,4379115587.82957,4754352303.8929,5299773143.69623,5642179170.45898,4030203166.77482
GDP (current US$),NY.GDP.MKTP.CD,Mali,MLI,2681912030.49384,2961484857.95711,12995113407.2335,12442036265.1484,13242691429.5942,14364937996.8661,13104764333.9941,14026048690.7312,15365714371.3316,17070866299.0945,17281815733.9596,17393761397.0805
GDP (current US$),NY.GDP.MKTP.CD,Malta,MLT,2547163582.33149,4069515579.07114,9638916481.06904,9462238211.48657,10551661176.7831,11626281387.0068,11091434483.5238,11721521912.7202,13221298307.8894,14864712990.1631,15215714309.0974,14647384607.604
GDP (current US$),NY.GDP.MKTP.CD,Marshall Islands,MHL,78476000,115347500,172188500,180436300,184840400,182142800,183814300,201510900,213204100,221588900,239462200,..
GDP (current US$),NY.GDP.MKTP.CD,Mauritania,MRT,1506914407.82331,1779523344.34106,6764635686.79345,6728208836.22143,7223063169.72749,6592537781.81518,6166857628.62212,6398744505.08129,6757333550.27933,7050987978.12063,7600650037.8463,7778525642.92883
GDP (current US$),NY.GDP.MKTP.CD,Mauritius,MUS,2653480001.34558,4663313620.01707,11518413429.9684,11668696526.2123,12129658758.3254,12803438964.9438,11692287066.381,12232469391.7573,13259348213.99,14181930162.4161,14046337854.8466,10914065306.2423
GDP (current US$),NY.GDP.MKTP.CD,Mexico,MEX,261253582805.945,707906744574.644,1180489601957.61,1201089987015.45,1274443084716.57,1315351183524.54,1171867608197.72,1078490651625.31,1158913035796.37,1222348807283.2,1268870527160.03,1076163316174.94
GDP (current US$),NY.GDP.MKTP.CD,"Micronesia, Fed. Sts.",FSM,147200000,233271800,311301600,327248700,317214400,319271200,316489900,332265200,366666800,401932300,408060600,..
GDP (current US$),NY.GDP.MKTP.CD,Moldova,MDA,..,1288429391.79951,8414360656.29632,8709165249.26928,9496684701.43325,9510219299.49557,7745231660.33425,8071480540.86068,9669759987.02633,11456728401.3069,11968699005.9801,11914040905.2626
GDP (current US$),NY.GDP.MKTP.CD,Monaco,MCO,2481316053.96507,2647885848.5351,6088808463.25167,5743029680.07195,6555983530.34932,7069616048.89066,6261622101.40908,6472990923.1791,6431314957.07185,7194024563.06094,7423709839.9194,..
GDP (current US$),NY.GDP.MKTP.CD,Mongolia,MNG,2560785660,1136896123.61298,10409797649.3063,12292770631.1967,12582122604.1921,12226514722.0861,11749620619.5962,11186734674.3847,11425755279.5395,13108769495.7472,13996719329.4236,13137128659.479
GDP (current US$),NY.GDP.MKTP.CD,Montenegro,MNE,..,984297589.359934,4544516982.18263,4087725812.66864,4466040642.84766,4594024179.62003,4054712082.54743,4377033429.26721,4856632399.45775,5506767831.83751,5542674764.89028,4778582336.18234
GDP (current US$),NY.GDP.MKTP.CD,Morocco,MAR,30180108561.9305,38857251336.3448,101370474295.109,98266306615.3632,106825649872.108,110081248587.369,101179808076.36,103311649248.024,109682728023.112,118096227400.092,119700325461.938,112870591694.044
GDP (current US$),NY.GDP.MKTP.CD,Mozambique,MOZ,..,5656473652.41147,14381552432.9494,16350804543.0515,16974320551.0213,17716084107.5888,15950969018.9458,11936999283.1791,13219084261.3664,14845870050.7092,15291448211.603,14021421105.9078
GDP (current US$),NY.GDP.MKTP.CD,Myanmar,MMR,..,4660052520.07839,54148124619.0983,53254531557.5056,58175459729.6908,59640204521.7773,60291736893.9397,61449392056.1488,67144725830.5753,68697759361.231,79844294296.0647,76185586096.7974
GDP (current US$),NY.GDP.MKTP.CD,Namibia,NAM,2789944497.95827,3922247984.63705,12523402326.9175,13042007432.3598,12043276401.4161,12435416063.4689,11335179560.987,10721994676.2429,12895153157.3463,13681065175.4861,12565772084.7441,10699926682.6513
GDP (current US$),NY.GDP.MKTP.CD,Nauru,NRU,..,..,66055407.6703145,96927201.4848422,98491843.6441982,104654365.188653,86779266.1619103,100087348.959092,109585941.624557,124021393.690412,118223430.124446,..
GDP (current US$),NY.GDP.MKTP.CD,Nepal,NPL,3627562402.66027,5494252207.90502,21621710002.5111,21703106502.4926,22162208956.0893,22731602969.6861,24360795410.1597,24524098184.4236,28971589213.134,33111525182.7133,34186180694.9285,33657175561.329
GDP (current US$),NY.GDP.MKTP.CD,Netherlands,NLD,..,417479337444.707,905270626332.687,838923319919.531,877172824534.512,892167986713.722,765572770634.375,784060430240.08,833869641687.06,914043438179.607,907050863145.097,912242335119.069
GDP (current US$),NY.GDP.MKTP.CD,New Caledonia,NCL,2529310103.83608,2682347064.3642,..,..,..,..,..,..,..,..,..,..
GDP (current US$),NY.GDP.MKTP.CD,New Zealand,NZL,45493679358.4141,52622954598.9299,171713760470.792,177074007279.778,190984676388.922,195864833597.89,172685516549.535,192420540208.426,208071723251.121,208870426803.316,209127454522.901,212482013605.047
GDP (current US$),NY.GDP.MKTP.CD,Nicaragua,NIC,1009455483.87097,5107329007.0922,9774351930.71802,10532049076.9407,10982979274.1922,11880434070.7811,12756706583.3113,13286083644.8761,13785909906.1925,13025208219.7685,12611218627.0632,12621476263.8278
GDP (current US$),NY.GDP.MKTP.CD,Niger,NER,3512356353.0798,2241753120.21267,8772951261.81807,9426913349.22319,10224897934.722,10862944203.5591,9685577941.03195,10355006770.1014,11189541083.3975,12846952856.8458,12911689659.351,13678234008.4714
GDP (current US$),NY.GDP.MKTP.CD,Nigeria,NGA,54035795388.0915,69448756932.5833,404993594133.582,455501524575.498,508692961937.492,546676374567.721,486803295097.89,404650006428.613,375746469538.666,397190484464.308,448120428858.769,432293776262.398
GDP (current US$),NY.GDP.MKTP.CD,North Macedonia,MKD,4699646643.10954,3773653058.12718,10494822518.6525,9743277661.79541,10816616379.3103,11361563307.4935,10071243243.2432,10680463278.8651,11310265324.7941,12679934731.3891,12547086168.4896,12266949805.1436
GDP (current US$),NY.GDP.MKTP.CD,Northern Mariana Islands,MNP,..,..,729000000,746000000,772000000,832000000,910000000,1230000000,1560000000,1302000000,1182000000,..
GDP (current US$),NY.GDP.MKTP.CD,Norway,NOR,119790885939.116,171246320609.039,498283438454.281,509506317146.541,522761531914.894,498410050251.256,385801550067.169,368827142857.143,398393955268.99,436999692591.454,405510000000,362008956544.827
GDP (current US$),NY.GDP.MKTP.CD,Oman,OMN,11685045513.6541,19507452508.0656,67871907375.4484,76511069704.3228,78555622509.2653,80686929102.1927,68420257566.6036,65441278668.2947,70585606843.7797,79788768968.949,76331518668.5771,..
GDP (current US$),NY.GDP.MKTP.CD,Pakistan,PAK,40010423970.4576,82017743416.2841,213587413183.996,224383620829.57,231218567178.979,244360888750.807,270556131701.171,278654637737.69,304567253219.097,314567541558.339,278221906022.841,263686552686.208
GDP (current US$),NY.GDP.MKTP.CD,Palau,PLW,..,146297500,196911100,212397800,221117200,241669800,280457700,295065400,286106800,280435700,268354900,..
GDP (current US$),NY.GDP.MKTP.CD,Panama,PAN,6433967000,12304115000,34686200000,40429700000,45599900000,49921400000,54091800000,57907700000,62202700000,64928300000,66787900000,52938100000
GDP (current US$),NY.GDP.MKTP.CD,Papua New Guinea,PNG,3219730364.99623,3521339699.07407,17984910501.8979,21295659243.6168,21261432791.2675,23210682538.3928,21723531173.2409,20759069103.0961,22742613553.6879,24109509852.7402,24829107011.0701,23591523025.2864
GDP (current US$),NY.GDP.MKTP.CD,Paraguay,PRY,5812114523.02702,8855705139.55857,33756238766.5,33296438306.4747,38651334287.6732,40377987208.689,36211372702.8085,36089550659.0914,38997129473.5558,40225448340.6322,37906944074.6128,35304238230.1132
GDP (current US$),NY.GDP.MKTP.CD,Peru,PER,26410386669.3609,51744749133.213,171761737046.585,192648999090.082,201175469114.327,200789362451.567,189805300841.603,191895943823.887,211007207483.515,222574697255.522,228470919605.669,202014363787.233
GDP (current US$),NY.GDP.MKTP.CD,Philippines,PHL,44311593755.7845,83670261708.0014,234216930369.796,261920509950.555,283902728260.716,297483247101.038,306446140628.709,318626761492.867,328480867142.69,346842094174.513,376823278560.849,361489354350
GDP (current US$),NY.GDP.MKTP.CD,Poland,POL,65977749036.9844,172219461126.067,528301269069.799,498523568248.119,521016262734.924,542477096211.761,477811911394.084,472630364208.177,526508877305.321,587408980271.71,595862086928.211,594164690894.936
GDP (current US$),NY.GDP.MKTP.CD,Portugal,PRT,392645113.544094,118605192877.388,245117990242.248,216224240577.957,226433858005.714,229901964221.884,199394066525.44,206426152308.931,221357874718.93,242313116577.967,239510770948.274,231255587276.741
GDP (current US$),NY.GDP.MKTP.CD,Puerto Rico,PRI,30603919000,61701800000,100351700000,101564800000,102450000000,102445800000,103375500000,104336700000,103445500000,100925000000,104914600000,103138300000
GDP (current US$),NY.GDP.MKTP.CD,Qatar,QAT,7360439423.07692,17759890109.8901,167775268614.037,186833502362.128,198727642979.297,206224598564.624,161739955577.748,151732181857.113,161099122215.307,183334953813.209,175837550996.185,146373588866.511
GDP (current US$),NY.GDP.MKTP.CD,Romania,ROU,38995454545.4545,37253259016.9976,183326740143.016,170635805316.879,190801346194.297,199959363430.073,177729210874.504,188128818486.401,211695422578.655,241457403085.042,249696854574.199,248715551366.635
GDP (current US$),NY.GDP.MKTP.CD,Russian Federation,RUS,516814274021.956,259710142196.943,2045925608274.37,2208295773643.15,2292473246621.08,2059241965490.83,1363481063446.77,1276786979221.81,1574199387070.9,1657328865709.99,1687448525466.61,1483497784867.6
GDP (current US$),NY.GDP.MKTP.CD,Rwanda,RWA,2550185618.14774,2067528500.40621,6881038269.61727,7650300319.83,7815599502.65683,8241332516.54991,8539048447.78065,8690485823.14546,9253098954.27769,9640280084.19572,10355974217.3735,10333991891.7032
GDP (current US$),NY.GDP.MKTP.CD,Samoa,WSM,125766269.755358,269019710.327456,737401692.217475,760549587.136028,770021663.967789,756919917.334022,788307330.55567,799376439.530168,832153612.557186,821496064.526185,852250190.985485,807027244.42138
GDP (current US$),NY.GDP.MKTP.CD,San Marino,SMR,..,1005159388.24397,1813752783.96437,1604779647.95066,1678841811.66158,1673973694.69908,1419394771.21029,1468377272.13859,1528630707.49794,1655300872.53427,1616369645.99635,..
GDP (current US$),NY.GDP.MKTP.CD,Sao Tome and Principe,STP,..,..,231489270.144529,250680845.747837,300554483.611626,346528329.183227,316066072.343754,345495614.979982,375614126.193877,412253809.728799,427425039.684339,472914469.91933
GDP (current US$),NY.GDP.MKTP.CD,Saudi Arabia,SAU,117630271802.48,189514926213.333,671238840106.667,735974843360,746647127413.333,756350347333.333,654269902880,644935541440,688586244293.333,786521831573.333,792966838160,700117873249.269
GDP (current US$),NY.GDP.MKTP.CD,Senegal,SEN,7390967034.67363,6046725378.19906,17814284622.1718,17660871725.9977,18918668644.1941,19797254643.1212,17774766636.0459,19040312815.1337,20996564751.5994,23116699808.1723,23306213742.3602,24910904235.857
GDP (current US$),NY.GDP.MKTP.CD,Serbia,SRB,..,6875845986.52121,49258136128.9672,43309252921.0567,48394239474.6762,47062206677.6539,39655958842.5478,40692643373.0327,44179055279.8887,50640650221.4622,51475016532.1293,52960134078.6888
GDP (current US$),NY.GDP.MKTP.CD,Seychelles,SYC,368584758.942457,614879764.780006,1065826669.89742,1060226125.62616,1328157608.83087,1343007845.04468,1377495054.04127,1426651768.82189,1524486800.36049,1586008999.74841,1581380268.64289,1124937500
GDP (current US$),NY.GDP.MKTP.CD,Sierra Leone,SLE,649644826.800447,635874002.198748,2942546781.04548,3801862611.36414,4920343194.99339,5015157815.73406,4218723875.1379,3674794530.18956,3739577973.23943,4085114794.22324,4121733705.29165,3865018882.89755
